ID,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
535,Anniba65Nicolas,,,524,182,25741,9,"Miocarditis vacuna covid19 Pfizer adolescentes. Incidencia de 3,37 (primera dosis) y 21,22 (segunda) por 1000.000 vacunados.
Pfizer covid19 vaccine. Adolescents. Incidence after the first and second doses were 3.37 and 21.22 per 100,000 persons vaccinated.
https://t.co/RC8KXzRfic",[]
536,SwaledaleMutton,"The Swaledale Mutton company, a small family business.  We supply top quality prime mutton direct, and also run Sheep Keeping courses for smallholders!",United Kingdom,2846,2707,45162,0,"Pfizer boosted now, so protected as well as I can be!",[]
537,paolo_ortenzi,"Kein chat, ich blockiere. Ich habe keine Bio geschreibt. Ich brauche es nicht. Kein Grünpaß, keine Covididioten. Freidenken Personen willkommen.",Geheime.,120,506,25165,82,"🚨🚨🚨 Read the points: 4, 5, 11, in the 👉PFIZER-BIONTECH C19 mRNA  VACCINE❗👇

https://t.co/T8i3T2Lyo6 https://t.co/4a4nDaT2s0",[]
538,EddieBanana,"London Taxi driver... proud Dad of two wonderful daughters ..... Spurs fan
....................My retweets are not an endorsement of the opinions of others !",,269,368,4074,937,"The ⁦@US_FDA⁩ doubles down asking a federal judge to further delay the full release of Pfizer’s COVID-19 vaccine data.  Instead of 2076, it now wants until the year 2096 to release them in full. ⁦@AaronSiriSG⁩ ⁦@akheriaty⁩  https://t.co/4p74JznDPI",[]
539,uhleetheeah,a tater with opinions,,214,31,2077,0,@Reuters boosters have a 27x reduction against omicron Pfizer is not telling the whole story. Independent research shows otherwise. Booster is better than nothing but won't protect against getting sick with Omicron,[]
540,TR76News,"🚨◄ Fighting to keep truth on #globalist controlled platforms. RT/Share all articles, give the 🖕 to the globalists. ►📢",Florida,106,372,112058,0,"FDA Now Says Pfizer Clinical Data Will Take 75 Years to Release- Breaking News from #SummitNews!! - Share all links, give the 🖕 to the #globalists. https://t.co/yXSArYQxau","['SummitNews', 'globalists']"
541,MarioLus16,"Trzeźwo myślący, po 50ce!",,126,102,25853,1,"@PBeatap @JarosawK2 Pfizer to oszuści i mordecy ! 🤬🤬Court Orders FDA To Comply With FOIA and Release Information On Pfizer Vaccine – First Batch of Documents Shows Over 1,200 Vaccine Deaths WITHIN FIRST 90 DAYS
https://t.co/8MwP2vpBe5",[]
542,westernmulga,"Work in the bush and the city looking for shiny things.  Many & varied interests. 
Family, East Perth, West Coast, Everton.","Perth, Western Australia",1184,377,9713,2380,"New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster
https://t.co/b6b9J72rWJ",[]
543,dude_america,"Not my real name😉. Not a Russian Bot!  Thank God everyday for the freedoms we have left. Fight to keep them! Blessings to all. Pronouns: Lets, Go, Brandon",,461,994,244194,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
544,MalaloCB,,Costa Rica,42,1,64,0,"Pfizer Scientist reveals Covid ‘antibodies’ transfer during pregnancy ""t... https://t.co/oRFDmJiCkw via @YouTube https://t.co/wiqHyfc5bC",[]
545,fredwalton216,"Lawyer, active tweeter, Eagles & Red Sox fan for years.  Emphasis on “factual” US political & COVID-19 news. No conspiracy theories. Let’s talk, if you agree.",Pennsylvania,1867,2226,297588,0,"1) Covid live: WHO says booster jabs ‘risk exacerbating’ vaccine inequity; Denmark to close schools, nightclubs https://t.co/L0orVgVOMH",[]
546,Conigman,Canterbury Bulldogs,,4477,1043,77172,0,@abcnews Pfizer executives need to achieve those sales targets,[]
547,JeffRoseTV,Proud dad/actor/filmmaker #ChristianChickenMan @KevinHart4real 's #NightSchool @HollandRoden 's dad @MTVTeenWolf Doug Resnick @DropDeadDiva Maj Ogden @ArmyWives,,3342,5671,26195,2380,"New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster
https://t.co/b6b9J72rWJ",[]
548,Romeo3432,Reiner Fuellmich will win,"Alexandria, VA",162,69,3772,166,"We were told Pfizer's ""vaccine"" was 95% effective. Do you know why? I'll tell you. 2 out of 22,000 people died in the control group, and 1 out of roughly the same number died in the ""vaccinated"" group. SOLELY on this basis, they claimed the jab was 100% effective. True story.",[]
549,1AirMov,"You need to call it like it is to see it like it is/
We aren't actually in a Pan(dem)ic",🇨🇦 🇺🇲 🇨🇱 ,310,106,3103,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
550,Bob_CommonSense,"Many recognise a review into the ABC is long overdue, including former ABC chairman Donald McDonald. Last external comprehensive review, Dix review in 1981.",,763,982,73120,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
551,Elita64471407,Degree in sociology and Future Sound of London lover. Graphic novel enthusiast.,,209,41,2061,0,Well just received my booster Covid vaccination. Bit more of a wait this time but it was given by a charming and funny wee Irish army girl rather than a nurse. Mildest of pain. Happily it was Pfizer again which so far seems to neutralise the Omicron variant,[]
552,PotheadInu,"aka Happy Potter 💚.
Parody. 

Pome Inu. Pothead Inu. Green gold. Hogbutts School of Weedcraft and MaryJ. 

#cannabis #harrypothead #marijuana #pomeinu #weed",Hogbutts ,132,53,40,0,"#Pfizer forced by a court to release test data that shows 1 in 34 people injected with the #vaccine will die within the first 90 days. Exactly the same day, Richemont orders all staff here to get the #vax. FUCK YOU #RICHEMONT. Hope you get tried for #genocide as well as HR abuse. https://t.co/2XOxGz3JIt https://t.co/OCtb1jaPFE","['Pfizer', 'vaccine', 'vax', 'RICHEMONT', 'genocide']"
553,OtienoE13099730,#Always me,,3452,1820,2455,131,South African study: omicron partially evades Pfizer vaccine.,[]
554,meloni1961,"Ecologist, Naturalist, Coastal Guardian, Hypermobility, Dysautonomia, Humanist, Skeptic, Green, Bunny Hugger, Relinquished at Birth #Renew #Resist #Rejoin",England,4159,3244,96232,0,"@stephenfarrow Excellent. Good news. Had mine yesterday after moving it forward a week (I'm bang on 6/12 since last vax). I had AZ first 2, was offered Moderna this time but refused it &amp; asked for Pfizer, which they (the pharmacist doing the vax) were happy to give me. Arm a bit sore. OK",[]
555,concettaeedy,,"Ontario, Canada",0,203,11515,0,"ANCA-Associated Vasculitis Following Pfizer-BioNTech COVID-19 Vaccine - PubMed. “While short-term side effects of COVID-19 vaccine resemble those of other vaccines, long-term side effects remain unknown.” https://t.co/lyDPbCvHnT",[]
556,sae_kubo,"career : international patent office staff, 2003-06 patent center staff for NTT, Assistant Finance for Technology Solution Company",tokyo,6,46,31704,0,"Pfizer, BioNTech vaccine neutralises Omicron with three shots https://t.co/SoqVdH443V @Reuters It’s good news as Omicron is evasive to immune system of human.",[]
557,SydneyKSDK,"Morning Reporter, Anchor  @KSDKNews• Wake up with me on ‘Today in St. Louis’ !☀️☕️ • Howard University Alumna","Huntsville, AL",437,654,1202,1,"Pfizer and Moderna have practiced tweaking their shots against earlier mutants so they’d know how to do so, but making new doses still would take months. https://t.co/5xYTrSUOnO",[]
558,chronos2002,,"Adelaide, South Australia",77,133,24912,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
559,TomJ8899,"'The whole thing (EU) is an absurdity. I urge you to reject it'

MP Peter Shore, Oxford Union 1975

#GlobalBritain 🌍 #ChangePoliticsForGood 🇬🇧",London,650,550,84431,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
560,MargaretM051931,GodHelpAmerica24 #AntiMandate #Antima,"New York, USA #D1",423,64,7582,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
561,sun0369,"Believe it or not my name translates to Sun of Wisdom, Tibetan names are like that. Computerized since birth, Seeker of Truth, Geek by passion.",Milky Way,1362,409,59174,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
562,AnitaDeAsha1,"A grown up, who never saw it coming. 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇺🇸🇦🇺",Liverpool England,280,221,3027,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
563,wendy_maphosa,"Introvert 😂, UFH 📚, libra ♎,  nerd🤓",Likazi Mpumalanga ,4990,3731,32961,489,"Pfizer says 3 of its shots work against Omicron, but that 2 are significantly less effective | @BISouthAfrica 

https://t.co/aWO8wTptcX https://t.co/TaqqlqOEB6",[]
564,northhopper_,"Motorsports fan, technology enthusiast",Canada,207,25,620,0,@MauveFungus @LaurieMcElhatt1 @AP &gt;Implying the pfizer or moderna vaccines don't work 🤡,[]
565,JiyoonP53646409,,,6,0,15,549,I have no doubt Pfizer announced this after conducting a rigorous randomized controlled trial and did all that during the past two weeks since we know about Omicron 🤨 https://t.co/7Dhx7XPZLA,[]
566,uncletomablogZ,Essenzialmente uno che non si fa mai i cazzi suoi e con troppe passioni che lo stanno rovinando. A quando la giornata di 48 ore? http://iviaggideltoma.blogspot.,A 2 metri dal paradiso,963,535,105571,0,"Covid-19 live updates: Omicron may require fourth vaccine dose, Pfizer says  https://t.co/12vkw9I5kJ",[]
567,RashadDHawkins,😱🎟TweetShow via🥇winning 🗣 ORGANIZER | ARTIST “The PRETTY GOD💜” @godhawkinsmusic | ENTREPRENEUR ↗️@BMoreAwesomeInc🏥 💻@BMOREAWESOMEMAG 🎥🎤@BMAbasement 🎼,☀♌🌑♒⬆♎,616,444,112065,3,"Today’s covid-19 news:
• Covid passes, mask-wearing, working from home included in new measures to control omicron in England
• Pfizer and BioNTech say 3 doses of vaccine neutralise omicron
• US approves AstraZeneca antibody drug to prevent covid-19
 https://t.co/P9u6EsCJs4",[]
568,helen_e_sayer,"“The best things in life are not things.” Educator🧑🏼‍🏫 Union💪Wildlife 🦘rescuer/carer 🐈 & 🐕 lover 🖤🤍💛social equity ⚖️  4 kids, 5 grandchildren, No DMs","Melbourne, Victoria",1564,514,3970,4,"Covid: Children aged 5 to 11 approved for Pfizer vaccine, rollout from January 10 | https://t.co/gDNpzYfWoI — Australia’s leading news site https://t.co/qH6EduCW8l",[]
569,athomewithhoney,"“Clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.” – Rabindranath Tagore",United States,935,366,26159,1129,"The Pfizer-BionTech strategy is to get 6 mRNA shots in you by September 2022.

The Pfizer loyalty card meme has become reality.",[]
570,lwatsonva,,"Virginia, USA",389,21,4935,637,The eight top Pfizer and Moderna shareholders made over $10 billion last week when their stock holdings skyrocketed after the discovery of the new Omicron variant. https://t.co/VFrdTfsF6T,[]
571,MyMuskokaLife,,Canada,2566,2803,17616,1129,"The Pfizer-BionTech strategy is to get 6 mRNA shots in you by September 2022.

The Pfizer loyalty card meme has become reality.",[]
572,Shay28_,🐱woman,,637,119,2776,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
573,AnnacoDon,Kualalupur,,590,57,16824,2164,"BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expectancy BOTH SEXES COMBINED is 73.2 years...",[]
574,keeptalkingGR,"Greek News in English, Blog, Wit, Drama, Economic Crisis, Politics, Society. Tweets also in GR & GER. OhYeah! and cute Cats :)",,1912,19614,148061,1,Pfizer CEO Bourla: 4th dose of vaccine might be needed due to Omicron variant https://t.co/j4WrrLNF6i,[]
575,HappyHobbit4,"God, family, country. Jesus Christ is the answer #Israel #farmmurders.  Retweets/ likes do not equal endorsement",West Of The Mississippi,4362,3694,159093,247,Can Pfizer and Moderna be sued for ‘false advertising’? Asking any lawyers or legal big brains to weigh in.,[]
576,crypticalcrypto,Investor,,441,111,16339,875,FDA Says It Now Needs 75 Years To Fully Release Pfizer COVID-19 Vaccine Data https://t.co/Ly0PzrthR6,[]
577,batalysta,🇺🇸 I don't recognize our country anymore 🇺🇸 News hound from birth 🇺🇸 MAGA 🇺🇸 No DMs Please 🇺🇸,NY/state of higher taxes,14574,14777,115240,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
